latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor,isric_fetched
25.05,92.96,544.0,40.8,24.3,90.0,1.0,0.0,24.3,32.4,30.3,1.12,0.5633,True
25.05,92.97,458.0,37.5,23.4,47.9,0.742,0.6704,23.4,29.5,30.4,1.14,0.5243,True
25.05,92.98,396.0,25.2,23.6,47.9,0.742,0.6704,23.6,32.0,30.7,1.14,0.3664,True
25.05,92.99,593.0,23.4,23.9,132.1,0.742,-0.6704,23.9,32.6,29.5,1.15,0.3415,True
25.05,93.0,724.0,37.5,24.8,227.9,-0.742,-0.6704,24.8,34.6,28.2,1.16,0.523,True
25.05,93.01,874.0,39.9,28.6,180.0,0.0,-1.0,28.6,42.7,23.6,1.11,0.5511,True
25.05,93.02,1256.0,39.9,27.9,180.0,0.0,-1.0,27.9,37.7,27.3,1.02,0.5506,True
25.05,93.03,965.0,32.5,24.8,0.0,0.0,1.0,24.8,27.4,32.2,1.1,0.4608,True
25.05,93.04,755.0,44.7,25.7,90.0,1.0,0.0,25.7,29.7,29.9,1.16,0.6027,True
25.05,93.05,609.0,43.5,27.6,47.9,0.742,0.6704,27.6,27.0,29.6,1.17,0.5898,True
25.06,92.63,92.0,16.4,23.6,227.9,-0.742,-0.6704,23.6,40.2,25.3,1.14,0.2449,True
25.06,92.64,169.0,14.7,24.8,227.9,-0.742,-0.6704,24.8,39.6,26.0,1.11,0.2203,True
25.06,92.65,205.0,38.9,23.9,180.0,0.0,-1.0,23.9,39.1,28.5,1.12,0.5456,True
25.06,92.66,573.0,38.9,24.8,180.0,0.0,-1.0,24.8,37.9,28.3,1.1,0.5461,True
25.06,92.67,409.0,23.1,23.4,270.0,-1.0,-0.0,23.4,37.9,29.1,1.09,0.3412,True
25.06,92.68,541.0,25.3,25.5,227.9,-0.742,-0.6704,25.5,36.8,28.3,1.09,0.3719,True
25.06,92.69,393.0,23.4,33.0,270.0,-1.0,-0.0,33.0,34.2,32.8,1.148,0.3459,False
25.06,92.7,362.0,29.4,23.8,270.0,-1.0,-0.0,23.8,38.6,28.5,1.11,0.428,True
25.06,92.71,313.0,32.7,24.8,227.9,-0.742,-0.6704,24.8,39.3,27.4,1.1,0.471,True
25.06,92.72,499.0,26.5,25.8,0.0,0.0,1.0,25.8,38.5,28.4,1.11,0.3894,True
25.06,92.73,271.0,35.1,26.6,312.1,-0.742,0.6704,26.6,37.9,26.7,1.12,0.5022,True
25.06,92.74,316.0,36.2,25.9,227.9,-0.742,-0.6704,25.9,38.1,26.7,1.11,0.5158,True
25.06,92.75,447.0,36.0,25.4,270.0,-1.0,-0.0,25.4,37.9,28.3,1.12,0.5133,True
25.06,92.76,514.0,25.0,23.9,227.9,-0.742,-0.6704,23.9,36.9,30.9,1.12,0.3688,True
25.06,92.77,609.0,27.5,24.1,270.0,-1.0,-0.0,24.1,40.1,29.5,1.16,0.4026,True
25.06,92.78,688.0,37.2,21.9,47.9,0.742,0.6704,21.9,41.9,29.6,1.15,0.5267,True
25.06,92.79,407.0,33.2,22.8,0.0,0.0,1.0,22.8,37.5,31.8,1.15,0.4766,True
25.06,92.8,108.0,34.3,21.9,47.9,0.742,0.6704,21.9,34.7,32.8,1.12,0.4904,True
25.06,92.81,245.0,32.0,23.6,180.0,0.0,-1.0,23.6,36.8,31.6,1.12,0.4612,True
25.06,92.82,530.0,33.8,26.0,180.0,0.0,-1.0,26.0,36.1,28.7,1.14,0.4842,True
25.06,92.83,835.0,38.6,24.3,312.1,-0.742,0.6704,24.3,34.7,31.9,1.12,0.5425,True
25.06,92.84,495.0,36.7,23.0,0.0,0.0,1.0,23.0,35.1,32.1,1.15,0.5197,True
25.06,92.85,808.0,37.2,25.6,227.9,-0.742,-0.6704,25.6,34.8,28.2,1.15,0.5257,True
25.06,92.86,1018.0,36.4,27.2,270.0,-1.0,-0.0,27.2,37.3,25.7,1.1,0.516,True
25.06,92.87,1134.0,35.6,27.4,227.9,-0.742,-0.6704,27.4,38.3,26.3,1.13,0.5058,True
25.06,92.88,988.0,33.3,27.2,47.9,0.742,0.6704,27.2,38.1,26.0,1.11,0.477,True
25.06,92.89,997.0,42.1,27.1,90.0,1.0,0.0,27.1,37.4,26.9,1.1,0.582,True
25.06,92.9,1009.0,45.9,26.6,90.0,1.0,0.0,26.6,38.4,25.3,1.12,0.6228,True
25.06,92.91,747.0,33.7,26.3,90.0,1.0,0.0,26.3,35.7,27.8,1.14,0.4808,True
25.06,92.92,958.0,38.8,27.0,132.1,0.742,-0.6704,27.0,39.3,26.6,1.07,0.5425,True
25.06,92.93,952.0,35.4,25.9,90.0,1.0,0.0,25.9,36.4,27.0,1.11,0.5011,True
25.06,92.94,876.0,31.2,25.5,90.0,1.0,0.0,25.5,36.0,27.2,1.12,0.4477,True
25.06,92.95,871.0,30.1,26.2,90.0,1.0,0.0,26.2,35.3,26.4,1.12,0.4327,True
25.06,92.96,980.0,40.8,22.8,90.0,1.0,0.0,22.8,34.9,30.3,1.1,0.5633,True
25.06,92.97,716.0,33.3,23.3,0.0,0.0,1.0,23.3,35.2,30.1,1.14,0.4729,True
25.06,92.98,416.0,33.3,26.1,0.0,0.0,1.0,26.1,28.2,30.7,1.14,0.4725,True
25.06,92.99,572.0,34.6,25.1,180.0,0.0,-1.0,25.1,32.1,32.4,1.15,0.4883,True
25.06,93.0,887.0,35.1,24.9,270.0,-1.0,-0.0,24.9,32.9,29.6,1.13,0.494,True
25.06,93.01,1151.0,42.2,27.6,227.9,-0.742,-0.6704,27.6,37.2,26.8,1.06,0.5766,True
25.06,93.02,1104.0,20.2,29.2,227.9,-0.742,-0.6704,29.2,35.5,25.5,1.07,0.2961,True
25.06,93.03,940.0,34.6,27.6,180.0,0.0,-1.0,27.6,36.7,25.3,1.13,0.487,True
25.06,93.04,1255.0,44.7,33.9,90.0,1.0,0.0,33.9,31.8,34.4,1.167,0.6027,False
25.06,93.05,1016.0,38.9,28.9,90.0,1.0,0.0,28.9,35.0,24.4,1.12,0.5376,True
25.06,93.06,1088.0,35.1,28.0,132.1,0.742,-0.6704,28.0,35.7,26.5,1.04,0.4923,True
25.06,93.07,877.0,24.8,27.2,0.0,0.0,1.0,27.2,34.8,24.5,1.1,0.3588,True
25.07,92.62,278.0,26.6,24.8,90.0,1.0,0.0,24.8,36.3,27.4,1.12,0.3883,True
25.07,92.63,146.0,29.5,23.5,47.9,0.742,0.6704,23.5,40.5,27.6,1.12,0.4275,True
25.07,92.64,199.0,21.7,24.6,90.0,1.0,0.0,24.6,39.1,27.2,1.1,0.321,True
25.07,92.65,156.0,31.5,24.8,227.9,-0.742,-0.6704,24.8,38.8,26.7,1.12,0.454,True
25.07,92.66,208.0,35.9,24.8,270.0,-1.0,-0.0,24.8,39.1,27.5,1.12,0.5099,True
25.07,92.67,220.0,27.4,25.7,312.1,-0.742,0.6704,25.7,38.4,25.6,1.1,0.4005,True
25.07,92.68,350.0,20.7,24.7,270.0,-1.0,-0.0,24.7,37.7,26.9,1.12,0.3079,True
25.07,92.69,287.0,20.5,22.8,312.1,-0.742,0.6704,22.8,40.0,28.9,1.14,0.3051,True
25.07,92.7,261.0,19.2,24.9,90.0,1.0,0.0,24.9,38.8,28.5,1.12,0.2867,True
25.07,92.71,244.0,20.5,26.9,227.9,-0.742,-0.6704,26.9,39.2,24.7,1.12,0.3056,True
25.07,92.72,251.0,26.2,26.6,270.0,-1.0,-0.0,26.6,39.6,25.8,1.12,0.3856,True
25.07,92.73,226.0,21.9,26.0,312.1,-0.742,0.6704,26.0,40.5,25.5,1.12,0.326,True
25.07,92.74,214.0,18.9,26.1,227.9,-0.742,-0.6704,26.1,39.9,25.7,1.14,0.2831,True
25.07,92.75,196.0,26.4,25.8,270.0,-1.0,-0.0,25.8,39.9,26.5,1.2,0.389,True
25.07,92.76,303.0,24.2,25.5,227.9,-0.742,-0.6704,25.5,38.4,27.8,1.1,0.3583,True
25.07,92.77,346.0,32.9,22.6,180.0,0.0,-1.0,22.6,36.1,30.0,1.09,0.4744,True
25.07,92.78,641.0,45.0,22.6,270.0,-1.0,-0.0,22.6,34.9,31.8,1.16,0.617,True
25.07,92.79,572.0,39.7,22.6,0.0,0.0,1.0,22.6,34.9,32.2,1.12,0.5569,True
25.07,92.8,193.0,39.7,32.0,0.0,0.0,1.0,32.0,34.2,33.8,1.148,0.5564,False
25.07,92.81,203.0,31.6,23.2,180.0,0.0,-1.0,23.2,35.5,30.9,1.12,0.456,True
25.07,92.82,484.0,35.6,20.6,180.0,0.0,-1.0,20.6,34.3,31.8,1.1,0.5066,True
25.07,92.83,811.0,48.7,23.3,0.0,0.0,1.0,23.3,41.1,29.4,1.1,0.6533,True
25.07,92.84,291.0,48.7,22.2,0.0,0.0,1.0,22.2,34.1,29.5,1.14,0.6533,True
25.07,92.85,582.0,32.6,22.1,227.9,-0.742,-0.6704,22.1,34.0,32.1,1.12,0.4685,True
25.07,92.86,646.0,43.2,23.5,180.0,0.0,-1.0,23.5,35.0,31.7,1.12,0.5953,True
25.07,92.87,1074.0,44.0,22.4,227.9,-0.742,-0.6704,22.4,32.5,34.1,1.08,0.6035,True
25.07,92.88,1055.0,33.1,27.1,227.9,-0.742,-0.6704,27.1,38.5,25.1,1.11,0.4745,True
25.07,92.89,1223.0,31.6,27.2,270.0,-1.0,-0.0,27.2,37.0,28.7,1.08,0.4548,True
25.07,92.9,1166.0,31.6,28.4,47.9,0.742,0.6704,28.4,37.4,27.0,1.04,0.4545,True
25.07,92.91,948.0,26.1,27.5,180.0,0.0,-1.0,27.5,37.2,26.5,1.12,0.3812,True
25.07,92.92,1172.0,32.0,28.6,132.1,0.742,-0.6704,28.6,34.8,27.0,1.07,0.4588,True
25.07,92.93,1052.0,31.1,28.7,90.0,1.0,0.0,28.7,38.0,26.2,1.1,0.4468,True
25.07,92.94,1137.0,32.5,28.0,270.0,-1.0,-0.0,28.0,35.0,27.7,1.1,0.464,True
25.07,92.95,1164.0,30.1,27.1,90.0,1.0,0.0,27.1,37.2,28.0,1.11,0.4327,True
25.07,92.96,1004.0,32.2,26.9,0.0,0.0,1.0,26.9,37.6,26.2,1.1,0.4594,True
25.07,92.97,717.0,32.2,28.4,0.0,0.0,1.0,28.4,37.0,23.7,1.08,0.459,True
25.07,92.98,540.0,21.2,24.7,0.0,0.0,1.0,24.7,35.6,30.8,1.15,0.3112,True
25.07,92.99,490.0,30.3,22.6,227.9,-0.742,-0.6704,22.6,30.6,32.2,1.14,0.4338,True
25.07,93.0,533.0,42.2,22.7,227.9,-0.742,-0.6704,22.7,33.0,29.6,1.15,0.5771,True
25.07,93.01,854.0,42.1,28.6,180.0,0.0,-1.0,28.6,35.4,25.2,1.08,0.5755,True
25.07,93.02,1266.0,42.1,29.4,180.0,0.0,-1.0,29.4,34.1,26.5,1.01,0.575,True
25.07,93.03,1222.0,29.2,28.3,90.0,1.0,0.0,28.3,34.7,28.3,1.02,0.418,True
25.07,93.04,1105.0,29.1,27.0,180.0,0.0,-1.0,27.0,38.2,27.0,1.07,0.4167,True
25.07,93.05,1359.0,34.2,29.0,90.0,1.0,0.0,29.0,34.7,25.5,1.01,0.4812,True
25.07,93.06,1105.0,39.2,26.5,90.0,1.0,0.0,26.5,36.3,28.1,1.06,0.5407,True
25.07,93.07,1050.0,34.4,26.1,47.9,0.742,0.6704,26.1,38.1,27.4,1.04,0.4833,True
25.07,93.08,787.0,36.4,28.8,47.9,0.742,0.6704,28.8,36.7,24.8,1.08,0.5072,True
25.08,92.6,367.0,27.6,22.3,90.0,1.0,0.0,22.3,39.2,28.5,1.12,0.4011,True
25.08,92.61,423.0,28.0,26.8,132.1,0.742,-0.6704,26.8,37.5,26.7,1.12,0.4068,True
25.08,92.62,531.0,31.9,24.9,0.0,0.0,1.0,24.9,38.6,28.1,1.11,0.4583,True
25.08,92.63,247.0,42.3,25.1,90.0,1.0,0.0,25.1,35.5,28.2,1.12,0.5842,True
25.08,92.64,400.0,27.1,25.5,90.0,1.0,0.0,25.5,35.8,27.3,1.12,0.3954,True
25.08,92.65,391.0,25.5,25.3,90.0,1.0,0.0,25.3,37.7,27.4,1.1,0.374,True
25.08,92.66,422.0,23.0,25.4,90.0,1.0,0.0,25.4,37.9,27.3,1.11,0.3398,True
25.08,92.67,395.0,23.8,24.9,90.0,1.0,0.0,24.9,37.3,27.8,1.12,0.3512,True
25.08,92.68,372.0,31.9,25.4,132.1,0.742,-0.6704,25.4,36.7,27.4,1.1,0.4603,True
25.08,92.69,424.0,36.3,26.4,90.0,1.0,0.0,26.4,37.0,26.6,1.12,0.5161,True
25.08,92.7,437.0,27.7,25.7,47.9,0.742,0.6704,25.7,38.5,26.6,1.12,0.4056,True
25.08,92.71,401.0,27.3,26.3,90.0,1.0,0.0,26.3,38.5,26.0,1.12,0.4006,True
25.08,92.72,280.0,34.2,26.8,90.0,1.0,0.0,26.8,38.3,26.5,1.12,0.4913,True
25.08,92.73,306.0,28.9,25.9,90.0,1.0,0.0,25.9,37.4,26.6,1.12,0.4228,True
25.08,92.74,286.0,23.7,24.8,47.9,0.742,0.6704,24.8,40.0,28.1,1.13,0.352,True
25.08,92.75,238.0,28.8,25.5,90.0,1.0,0.0,25.5,39.9,27.4,1.16,0.4222,True
25.08,92.76,251.0,21.2,25.0,47.9,0.742,0.6704,25.0,39.3,28.8,1.14,0.3169,True
25.08,92.77,215.0,32.0,24.0,227.9,-0.742,-0.6704,24.0,39.3,28.9,1.15,0.464,True
25.08,92.78,137.0,45.0,23.7,270.0,-1.0,-0.0,23.7,38.0,30.6,1.12,0.6186,True
25.08,92.79,195.0,36.8,23.7,270.0,-1.0,-0.0,23.7,36.5,29.9,1.12,0.5232,True
25.08,92.8,90.0,35.3,22.4,312.1,-0.742,0.6704,22.4,38.1,29.2,1.17,0.5042,True
25.08,92.81,198.0,22.8,21.7,227.9,-0.742,-0.6704,21.7,38.1,31.6,1.14,0.3376,True
25.08,92.82,233.0,40.3,21.7,227.9,-0.742,-0.6704,21.7,34.1,30.3,1.12,0.5629,True
25.08,92.83,366.0,41.4,21.8,270.0,-1.0,-0.0,21.8,33.4,29.8,1.12,0.5751,True
25.08,92.84,230.0,40.5,21.8,312.1,-0.742,0.6704,21.8,33.3,32.0,1.12,0.5647,True
25.08,92.85,351.0,24.6,22.1,270.0,-1.0,-0.0,22.1,32.6,31.5,1.11,0.362,True
25.08,92.86,416.0,44.0,31.2,227.9,-0.742,-0.6704,31.2,33.5,35.3,1.15,0.6041,False
25.08,92.87,611.0,49.6,24.7,180.0,0.0,-1.0,24.7,35.8,30.8,1.1,0.6622,True
25.08,92.88,1148.0,49.6,25.4,180.0,0.0,-1.0,25.4,39.4,28.1,1.1,0.6616,True
25.08,92.89,913.0,33.7,27.0,270.0,-1.0,-0.0,27.0,37.4,26.7,1.08,0.4816,True
25.08,92.9,1033.0,38.5,28.4,270.0,-1.0,-0.0,28.4,36.3,28.0,1.04,0.5399,True
25.08,92.91,973.0,32.1,29.3,270.0,-1.0,-0.0,29.3,36.8,26.4,1.06,0.4605,True
25.08,92.92,1235.0,40.4,30.3,227.9,-0.742,-0.6704,30.3,36.9,26.9,1.03,0.5611,True
25.08,92.93,1356.0,49.9,29.5,0.0,0.0,1.0,29.5,37.1,26.9,1.04,0.6611,True
25.08,92.94,815.0,49.9,28.6,0.0,0.0,1.0,28.6,35.2,26.5,1.08,0.6606,True
25.08,92.95,956.0,27.2,23.5,227.9,-0.742,-0.6704,23.5,34.5,30.9,1.13,0.3944,True
25.08,92.96,915.0,35.0,23.5,0.0,0.0,1.0,23.5,33.2,32.0,1.11,0.494,True
25.08,92.97,596.0,35.0,24.6,0.0,0.0,1.0,24.6,34.4,29.9,1.14,0.4936,True
25.08,92.98,619.0,28.1,23.3,90.0,1.0,0.0,23.3,29.3,34.0,1.15,0.405,True
25.08,92.99,759.0,28.1,25.2,90.0,1.0,0.0,25.2,34.5,30.3,1.16,0.4046,True
25.08,93.0,875.0,34.1,24.8,90.0,1.0,0.0,24.8,34.6,29.6,1.16,0.4812,True
25.08,93.01,811.0,33.8,23.7,227.9,-0.742,-0.6704,23.7,33.0,30.8,1.1,0.4771,True
25.08,93.02,963.0,40.9,28.3,180.0,0.0,-1.0,28.3,38.7,26.4,1.03,0.5615,True
25.08,93.03,1359.0,40.9,29.4,180.0,0.0,-1.0,29.4,33.7,26.2,1.0,0.561,True
25.08,93.04,1337.0,24.7,28.9,90.0,1.0,0.0,28.9,33.3,25.9,1.01,0.3578,True
25.08,93.05,1379.0,21.9,28.5,47.9,0.742,0.6704,28.5,32.8,27.1,1.03,0.3193,True
25.08,93.06,1516.0,39.2,28.1,90.0,1.0,0.0,28.1,32.3,28.2,1.01,0.5407,True
25.08,93.07,1289.0,36.4,27.2,47.9,0.742,0.6704,27.2,33.5,28.1,1.0,0.5072,True
25.08,93.08,1151.0,43.4,27.0,0.0,0.0,1.0,27.0,36.7,28.0,1.06,0.5873,True
25.08,93.09,720.0,43.4,26.4,0.0,0.0,1.0,26.4,37.2,28.0,1.08,0.5868,True
25.09,92.59,624.0,32.0,26.5,47.9,0.742,0.6704,26.5,36.3,25.3,1.12,0.4588,True
25.09,92.6,631.0,27.7,23.6,132.1,0.742,-0.6704,23.6,39.6,28.5,1.14,0.4025,True
25.09,92.61,656.0,33.3,27.3,90.0,1.0,0.0,27.3,40.3,25.8,1.12,0.4758,True
25.09,92.62,785.0,38.3,28.4,47.9,0.742,0.6704,28.4,38.6,26.1,1.09,0.5375,True
25.09,92.63,706.0,42.3,27.9,90.0,1.0,0.0,27.9,38.8,26.7,1.12,0.5842,True
25.09,92.64,658.0,31.1,28.4,132.1,0.742,-0.6704,28.4,38.3,26.6,1.09,0.4484,True
25.09,92.65,632.0,25.5,27.1,90.0,1.0,0.0,27.1,38.2,27.0,1.12,0.374,True
25.09,92.66,571.0,32.9,27.6,132.1,0.742,-0.6704,27.6,38.3,26.7,1.12,0.4723,True
25.09,92.67,618.0,38.0,27.4,90.0,1.0,0.0,27.4,39.4,26.7,1.12,0.5358,True
25.09,92.68,534.0,41.7,26.4,132.1,0.742,-0.6704,26.4,40.5,27.0,1.12,0.5795,True
25.09,92.69,795.0,36.3,27.0,90.0,1.0,0.0,27.0,39.2,28.0,1.08,0.5161,True
25.09,92.7,678.0,46.1,27.5,90.0,1.0,0.0,27.5,39.4,26.1,1.1,0.6288,True
25.09,92.71,661.0,38.5,25.4,47.9,0.742,0.6704,25.4,39.6,28.1,1.12,0.5437,True
25.09,92.72,623.0,34.2,25.2,90.0,1.0,0.0,25.2,39.7,27.0,1.14,0.4918,True
25.09,92.73,585.0,28.9,24.7,90.0,1.0,0.0,24.7,39.9,28.2,1.11,0.4232,True
25.09,92.74,422.0,27.9,25.1,90.0,1.0,0.0,25.1,36.8,29.0,1.12,0.4105,True
25.09,92.75,515.0,28.8,24.8,90.0,1.0,0.0,24.8,37.3,29.5,1.14,0.423,True
25.09,92.76,323.0,36.6,23.0,90.0,1.0,0.0,23.0,38.3,29.8,1.14,0.5239,True
25.09,92.77,408.0,28.7,23.2,90.0,1.0,0.0,23.2,36.5,31.4,1.12,0.422,True
25.09,92.78,244.0,32.9,22.2,47.9,0.742,0.6704,22.2,36.2,30.8,1.14,0.4769,True
25.09,92.79,119.0,31.0,24.4,47.9,0.742,0.6704,24.4,40.1,30.6,1.18,0.451,True
25.09,92.8,101.0,20.6,23.9,47.9,0.742,0.6704,23.9,39.7,28.1,1.2,0.3073,True
25.09,92.81,98.0,11.2,23.7,227.9,-0.742,-0.6704,23.7,44.1,26.8,1.2,0.1693,True
25.09,92.82,169.0,16.1,22.9,227.9,-0.742,-0.6704,22.9,41.2,28.3,1.12,0.2414,True
25.09,92.83,218.0,16.3,24.0,270.0,-1.0,-0.0,24.0,40.2,28.3,1.14,0.2441,True
25.09,92.84,161.0,16.8,24.3,312.1,-0.742,0.6704,24.3,41.9,26.8,1.19,0.2513,True
25.09,92.85,217.0,16.3,22.0,227.9,-0.742,-0.6704,22.0,39.6,29.4,1.15,0.2441,True
25.09,92.86,348.0,21.1,24.5,227.9,-0.742,-0.6704,24.5,33.5,29.6,1.13,0.313,True
25.09,92.87,390.0,48.1,25.7,227.9,-0.742,-0.6704,25.7,30.5,28.9,1.14,0.6467,True
25.09,92.88,695.0,41.9,23.8,270.0,-1.0,-0.0,23.8,35.1,31.6,1.14,0.5802,True
25.09,92.89,576.0,40.1,23.2,312.1,-0.742,0.6704,23.2,31.7,31.8,1.12,0.5591,True
25.09,92.9,631.0,38.5,22.2,270.0,-1.0,-0.0,22.2,32.3,33.2,1.12,0.5399,True
25.09,92.91,656.0,40.4,22.5,227.9,-0.742,-0.6704,22.5,34.9,31.8,1.11,0.5616,True
25.09,92.92,991.0,49.8,22.5,270.0,-1.0,-0.0,22.5,34.9,31.1,1.11,0.6607,True
25.09,92.93,863.0,44.3,23.6,270.0,-1.0,-0.0,23.6,32.6,32.8,1.08,0.6036,True
25.09,92.94,607.0,47.7,24.8,312.1,-0.742,0.6704,24.8,29.7,32.0,1.12,0.6387,True
25.09,92.95,759.0,32.3,24.7,180.0,0.0,-1.0,24.7,34.6,30.0,1.11,0.4606,True
25.09,92.96,1048.0,47.2,22.9,0.0,0.0,1.0,22.9,34.3,31.5,1.11,0.632,True
25.09,92.97,556.0,47.2,25.3,0.0,0.0,1.0,25.3,30.2,32.7,1.15,0.6314,True
25.09,92.98,888.0,36.0,23.0,180.0,0.0,-1.0,23.0,31.8,29.0,1.13,0.5054,True
25.09,92.99,978.0,27.9,26.7,227.9,-0.742,-0.6704,26.7,31.7,29.6,1.1,0.402,True
25.09,93.0,1025.0,21.4,29.0,132.1,0.742,-0.6704,29.0,34.6,26.4,1.1,0.3132,True
25.09,93.01,912.0,22.0,27.7,132.1,0.742,-0.6704,27.7,35.9,26.7,1.08,0.3213,True
25.09,93.02,843.0,37.2,27.6,227.9,-0.742,-0.6704,27.6,35.5,28.4,1.1,0.5181,True
25.09,93.03,1120.0,31.5,27.6,180.0,0.0,-1.0,27.6,38.7,26.5,1.07,0.4477,True
25.09,93.04,1400.0,31.5,29.8,180.0,0.0,-1.0,29.8,29.0,26.0,1.0,0.4473,True
25.09,93.05,1489.0,35.9,34.2,0.0,0.0,1.0,34.2,31.4,34.4,1.169,0.5016,False
25.09,93.06,1159.0,36.7,34.2,47.9,0.742,0.6704,34.2,31.4,34.4,1.169,0.5112,False
25.09,93.07,975.0,38.5,25.7,312.1,-0.742,0.6704,25.7,32.4,28.8,1.12,0.5321,True
25.09,93.08,857.0,32.4,23.6,312.1,-0.742,0.6704,23.6,30.6,31.1,1.12,0.458,True
25.09,93.09,657.0,36.0,29.6,312.1,-0.742,0.6704,29.6,27.1,29.5,1.12,0.502,True
25.09,93.1,404.0,37.1,34.4,180.0,0.0,-1.0,34.4,31.0,34.5,1.171,0.5151,False
25.09,93.11,749.0,37.1,34.5,180.0,0.0,-1.0,34.5,31.0,34.6,1.172,0.5147,False
25.1,92.58,1050.0,32.0,33.1,47.9,0.742,0.6704,33.1,33.8,33.1,1.156,0.4584,False
25.1,92.59,821.0,32.6,33.1,132.1,0.742,-0.6704,33.1,33.8,33.1,1.156,0.4661,False
25.1,92.6,748.0,45.2,33.1,90.0,1.0,0.0,33.1,33.9,33.0,1.155,0.6143,False
25.1,92.61,988.0,33.3,33.1,90.0,1.0,0.0,33.1,33.9,33.0,1.154,0.4758,False
25.1,92.62,1035.0,29.1,33.1,132.1,0.742,-0.6704,33.1,34.0,32.9,1.153,0.4218,False
25.1,92.63,1046.0,34.0,33.1,90.0,1.0,0.0,33.1,34.0,32.9,1.152,0.4854,False
25.1,92.64,792.0,29.1,33.1,0.0,0.0,1.0,33.1,34.1,32.8,1.152,0.4222,False
25.1,92.65,826.0,39.5,33.1,132.1,0.742,-0.6704,33.1,34.1,32.7,1.151,0.5526,False
25.1,92.66,830.0,47.8,33.1,90.0,1.0,0.0,33.1,34.2,32.7,1.15,0.6442,False
25.1,92.67,1012.0,39.6,33.2,90.0,1.0,0.0,33.2,34.2,32.6,1.149,0.5548,False
25.1,92.68,857.0,43.5,33.2,90.0,1.0,0.0,33.2,34.3,32.5,1.148,0.5996,False
25.1,92.69,1141.0,41.7,33.2,132.1,0.742,-0.6704,33.2,34.4,32.4,1.147,0.58,False
25.1,92.7,1203.0,46.9,33.2,0.0,0.0,1.0,33.2,34.4,32.4,1.145,0.6377,False
25.1,92.71,716.0,46.9,33.2,0.0,0.0,1.0,33.2,34.5,32.3,1.144,0.6383,False
25.1,92.72,956.0,36.0,33.3,90.0,1.0,0.0,33.3,34.6,32.2,1.143,0.5142,False
25.1,92.73,648.0,44.7,33.3,47.9,0.742,0.6704,33.3,34.6,32.0,1.141,0.6165,False
25.1,92.74,689.0,39.5,33.4,90.0,1.0,0.0,33.4,34.7,31.9,1.139,0.5585,False
25.1,92.75,470.0,43.4,33.5,90.0,1.0,0.0,33.5,34.8,31.7,1.137,0.6043,False
25.1,92.76,698.0,36.6,33.6,90.0,1.0,0.0,33.6,34.9,31.6,1.135,0.5253,False
25.1,92.77,684.0,32.9,33.6,47.9,0.742,0.6704,33.6,34.9,31.5,1.134,0.479,False
25.1,92.78,528.0,31.0,33.4,47.9,0.742,0.6704,33.4,34.8,31.8,1.136,0.4534,False
25.1,92.79,357.0,25.9,33.1,47.9,0.742,0.6704,33.1,34.6,32.3,1.139,0.3835,False
25.1,92.8,198.0,25.3,32.7,90.0,1.0,0.0,32.7,34.4,33.0,1.142,0.3742,False
25.1,92.81,130.0,24.2,32.2,47.9,0.742,0.6704,32.2,34.1,33.7,1.146,0.3577,False
25.1,92.82,107.0,18.9,22.5,47.9,0.742,0.6704,22.5,42.8,28.2,1.2,0.2822,True
25.1,92.83,117.0,11.3,21.6,270.0,-1.0,-0.0,21.6,41.5,27.9,1.23,0.1705,True
25.1,92.84,134.0,7.0,31.2,312.1,-0.742,0.6704,31.2,33.5,35.2,1.15,0.106,False
25.1,92.85,164.0,18.3,31.2,180.0,0.0,-1.0,31.2,33.5,35.2,1.15,0.273,False
25.1,92.86,315.0,18.3,31.4,180.0,0.0,-1.0,31.4,33.5,35.1,1.15,0.273,False
25.1,92.87,290.0,30.8,31.6,227.9,-0.742,-0.6704,31.6,33.5,34.9,1.151,0.4449,False
25.1,92.88,439.0,26.9,31.8,270.0,-1.0,-0.0,31.8,33.5,34.7,1.151,0.3931,False
25.1,92.89,294.0,30.5,32.0,312.1,-0.742,0.6704,32.0,33.4,34.5,1.152,0.4406,False
25.1,92.9,497.0,27.3,32.3,270.0,-1.0,-0.0,32.3,33.3,34.4,1.154,0.3974,False
25.1,92.91,317.0,44.7,32.5,227.9,-0.742,-0.6704,32.5,33.2,34.3,1.155,0.609,False
25.1,92.92,395.0,49.8,32.7,270.0,-1.0,-0.0,32.7,33.1,34.3,1.156,0.6607,False
25.1,92.93,373.0,44.2,32.8,270.0,-1.0,-0.0,32.8,32.9,34.2,1.158,0.602,False
25.1,92.94,398.0,35.6,33.0,180.0,0.0,-1.0,33.0,32.8,34.2,1.159,0.5023,False
25.1,92.95,725.0,38.7,23.3,270.0,-1.0,-0.0,23.3,32.8,32.3,1.1,0.539,True
25.1,92.96,567.0,43.6,33.4,270.0,-1.0,-0.0,33.4,32.4,34.2,1.162,0.5935,False
25.1,92.97,428.0,42.3,33.5,312.1,-0.742,0.6704,33.5,32.3,34.2,1.163,0.5787,False
25.1,92.98,617.0,28.2,33.6,270.0,-1.0,-0.0,33.6,32.1,34.2,1.164,0.406,False
25.1,92.99,814.0,32.5,33.7,227.9,-0.742,-0.6704,33.7,32.0,34.3,1.165,0.4612,False
