source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,id,event_date_formatted,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density
morungexpress,http://www.morungexpress.com/frontpage/1984.html,731,08/19/2008 12:00:00 AM,,"Akuk village, Wokha District, Nagaland",mudslide occurred in afternoon when men were paving a road between Mekokla village and Sanis town,"Akuk village, Wokha District, Nagaland",50km,mudslide,downpour,medium,unknown,4.0,,,,,glc,731.0,India,IN,Nāgāland,54010.0,Wokha,4.59727,09/12/2014 06:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.25,26.138,731,2008-08-19,624.5,40.19,257.0,31.1,32.5,36.4,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2008/08/31/landslide-victims-being-compensated/,755,08/28/2008 12:00:00 AM,,"Ranka, Sikkim and Louing road","most affected villages of block level are Pabing, Changram, Doksing and Thami Dara","Ranka, Sikkim and Louing road",25km,landslide,downpour,medium,unknown,,,,,,glc,755.0,India,IN,Sikkim,30700.0,Gangtok,1.28629,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.609,27.337,755,2008-08-28,2744.2,49.98,178.7,37.7,17.6,44.7,1.25
kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=43189&typeid=1,760,08/29/2008 12:00:00 AM,,"Kohima, Nagaland","several colonies have been affected by the landslides, mudslides and sinking due to the incessant rains in the state capital Kohima","Kohima, Nagaland",25km,complex,downpour,medium,unknown,,,,,,glc,760.0,India,IN,Nāgāland,92113.0,Kohima,0.67975,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1066,25.67,760,2008-08-29,1243.4,37.23,173.7,36.6,20.1,43.3,1.25
in.reuters,http://in.reuters.com/article/topNews/idINIndia-36198420081029,868,10/29/2008 12:00:00 AM,,"Kamrup, and Sonitpur, Assam","flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India","Kamrup, and Sonitpur, Assam",50km,landslide,downpour,medium,unknown,7.0,,,,,glc,868.0,India,IN,Assam,48824.0,Barpeta,24.35615,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.25,26.3333,868,2008-10-29,1004.2,27.66,92.2,34.5,24.9,40.6,1.25
rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869,10/29/2008 12:00:00 AM,,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur ,50km,landslide,downpour,medium,unknown,,,,,,glc,869.0,India,IN,Assam,59841.0,North Lakhimpur,1.31739,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1167,27.2333,869,2008-10-29,2442.8,34.47,246.9,35.7,20.7,43.6,1.25
sindhtoday,http://www.sindhtoday.net/south-asia/32058.htm,870,10/29/2008 12:00:00 AM,,"West Kameng, Arunachal Pradesh",So far about 12 people have died in separate incidents. Most victims died after hillocks caved in on their houses or they were washed away in flash floods caused by unseasonal heavy rains for the past four days,"West Kameng, Arunachal Pradesh",50km,mudslide,downpour,medium,unknown,12.0,,,,,glc,870.0,India,IN,Arunāchal Pradesh,7121.0,Bomdila,16.71177,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.35,27.4,870,2008-10-29,1675.1,42.6,267.5,31.9,28.8,39.3,1.25
headlinesindia,http://www.headlinesindia.com/natural-disasters/flood/darjeeling-landslide-toll-reaches-27-12747.html,1030,05/26/2009 12:00:00 AM,,"Darjeeling Sadar, Darjeeling West Bengal","With the recovery of three more bodies, the toll in the landslides in West Bengal's hill district of Darjeeling due to Cyclone Aila has risen to 27, police said today.   ""We have recovered three bodies from the debris at Rangiabong under Jorbungalow police station area this (Thursday) morning. One of the bodies has been identified as Pramila Rai, 68,"" a senior official of the Jorbungalow police station said.   He said the teams of Natural Disaster Management Authority have started rescue operations in the cyclone-hit areas.   Meanwhile, state Home Secretary Ardhendu Sen reached Darjeeling Thursday morning to hold meetings with the district administration. He is likely to visit the landslide-affected zones and will also survey the situation there.   ""Search operations are on in some areas as at least four people are still missing from the Darjeeling district after the cyclonic storm,"" the police officer said.   According to district administration sources, 14 bodies were found in ar","Darjeeling Sadar, Darjeeling West Bengal",25km,landslide,tropical_cyclone,medium,unknown,14.0,,Cyclone Aila,,,glc,1030.0,India,IN,Bengal,123797.0,Dārjiling,0.79891,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.26522126,27.04357147,1030,2009-05-26,1550.8,45.95,259.9,31.8,31.1,37.2,1.25
headlinesindia,http://www.headlinesindia.com/natural-disasters/flood/darjeeling-landslide-toll-reaches-27-12747.html,1031,05/26/2009 12:00:00 AM,,"Kurseong, Darjeeling, West Bengal","With the recovery of three more bodies, the toll in the landslides in West Bengal's hill district of Darjeeling due to Cyclone Aila has risen to 27, police said today.   ""We have recovered three bodies from the debris at Rangiabong under Jorbungalow police station area this (Thursday) morning. One of the bodies has been identified as Pramila Rai, 68,"" a senior official of the Jorbungalow police station said.   He said the teams of Natural Disaster Management Authority have started rescue operations in the cyclone-hit areas.   Meanwhile, state Home Secretary Ardhendu Sen reached Darjeeling Thursday morning to hold meetings with the district administration. He is likely to visit the landslide-affected zones and will also survey the situation there.   ""Search operations are on in some areas as at least four people are still missing from the Darjeeling district after the cyclonic storm,"" the police officer said.   According to district administration sources, 14 bodies were found in ar","Kurseong, Darjeeling, West Bengal",5km,landslide,tropical_cyclone,medium,unknown,7.0,,Cyclone Aila,,,glc,1031.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21657,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2791,26.8836,1031,2009-05-26,2663.0,36.26,320.9,37.3,18.5,44.1,1.25
headlinesindia,http://www.headlinesindia.com/natural-disasters/flood/darjeeling-landslide-toll-reaches-27-12747.html,1032,05/26/2009 12:00:00 AM,,"Rangiabong (Jorbungalow), Darjeeling, West Bengal","With the recovery of three more bodies, the toll in the landslides in West Bengal's hill district of Darjeeling due to Cyclone Aila has risen to 27, police said today.   ""We have recovered three bodies from the debris at Rangiabong under Jorbungalow police station area this (Thursday) morning. One of the bodies has been identified as Pramila Rai, 68,"" a senior official of the Jorbungalow police station said.   He said the teams of Natural Disaster Management Authority have started rescue operations in the cyclone-hit areas.   Meanwhile, state Home Secretary Ardhendu Sen reached Darjeeling Thursday morning to hold meetings with the district administration. He is likely to visit the landslide-affected zones and will also survey the situation there.   ""Search operations are on in some areas as at least four people are still missing from the Darjeeling district after the cyclonic storm,"" the police officer said.   According to district administration sources, 14 bodies were found in ar","Rangiabong (Jorbungalow), Darjeeling, West Bengal",5km,landslide,tropical_cyclone,medium,unknown,6.0,,Cyclone Aila,,,glc,1032.0,India,IN,Bengal,123797.0,Dārjiling,2.7428,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2592,27.0095,1032,2009-05-26,2421.5,41.37,315.5,36.1,21.3,42.6,1.25
Telegraph India,http://www.telegraphindia.com/1090618/jsp/siliguri/story_11126449.jsp,1037,06/17/2009 04:00:00 AM,,"Sevoke, 20km from Siliguri, North Eastern, India (Highway NH31A:Coronation Bridge to the Sevoke police outpost section blocked)","A landslide triggered by night-long heavy rain blocked the only road to Sikkim for more than eight hours today, leading to long queues of vehicles on both sides of the debris. A part of the road was cleared by 1pm.  Residents of Sevoke, 20km from here, said the hillside came tumbling down on NH31A that also connects Kalimpong around 4am. Although no houses were damaged, the debris covering about 30 metres of the highway — from Coronation Bridge to the Sevoke police outpost — stopped traffic till the highway was partly cleared.  This is the first major landslide in the hills after Cyclone Aila struck on May 26. At that time there were 40 landslides, which killed 28 people. ","Sevoke, 20km from Siliguri, North Eastern, India (Highway NH31A:Coronation Bridge to the Sevoke police outpost section blocked)",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,1037.0,India,IN,Bengal,12311.0,Odlābāri,16.91825,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.47,26.89,1037,2009-06-17,2642.9,50.1,356.5,37.2,18.8,44.0,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/09/20/darjeeling-hills-toytrain-joyride-hit-by-fresh-landslides-in-darjeeling/,1050,07/03/2009 12:00:00 AM,,Darjeeling (between Tin Dharia and Rongtong),"The Darjeeling Himalayan Railway (DHR) run by Northeast Frontier Railway, has been off the tracks since July 3 after landslides tore away the two-foot-wide line in some parts at Tin Dharia and Rongtong, DHR Director Subrata Nath told UNI today.",Darjeeling (between Tin Dharia and Rongtong),10km,landslide,rain,medium,unknown,0.0,,,,,glc,1050.0,India,IN,Bengal,123797.0,Dārjiling,0.78466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.29184021,26.87324244,1050,2009-07-03,1238.7,43.25,144.9,30.2,34.6,35.2,1.25
One India,https://www.oneindia.com/2009/07/23/darjeelingtoy-trainsuspended.html,1054,07/22/2009 12:00:00 AM,,"Gayabari,  West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Gayabari,  West Bengal ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,1054.0,India,IN,Bengal,46427.0,Kārsiyāng,4.62496,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3143,26.8572,1054,2009-07-22,1223.3,51.49,36.5,30.1,34.7,35.1,1.25
One India,https://www.oneindia.com/2009/07/23/darjeelingtoy-trainsuspended.html,1055,07/22/2009 12:00:00 AM,,"Kerseong, West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Kerseong, West Bengal ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,1055.0,India,IN,Bengal,46427.0,Kārsiyāng,0.15035,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2788,26.8826,1055,2009-07-22,2223.9,37.49,95.0,35.1,23.5,41.4,1.25
blog.taragana,http://blog.taragana.com/n/darjeeling-toy-train-suspended-118172/,1056,07/22/2009 12:00:00 AM,,"Darjeeling, West Bengal ","The disruption of popular toy train services in Darjeeling disappointed the tourists as the rail track was damaged by the landslides in the region. The track has been washed away at Gayabari, Kerseong and Darjeeling due to heavy incessant rainfall and landslides from the hills.","Darjeeling, West Bengal ",10km,landslide,downpour,medium,below_road,0.0,,,,,glc,1056.0,India,IN,Bengal,123797.0,Dārjiling,0.78466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.264,27.04,1056,2009-07-22,2425.8,49.01,243.6,36.1,21.2,42.7,1.25
Telegraph India,https://www.telegraphindia.com/1090707/jsp/siliguri/story_11202557.jsp,1061,07/01/2009 05:40:00 AM,,Bridge destroyed at 4th Mile,Landslides triggered by heavy rains hit an iron bridge on the North Sikkim Highway over Bar Khola at 4th Mile at around 5:40 am.,"4th Mile, Lower Mangshila in North Sikkim",1km,landslide,downpour,medium,unknown,0.0,,,,"Original source is unknown, but it appears to have given the time.",glc,1061.0,India,IN,,1464.0,Mangan,3.541,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.527,27.478,1061,2009-07-01,2513.5,34.19,353.6,36.6,20.2,43.2,1.25
timesofindia.indiatimes,http://timesofindia.indiatimes.com/news/city/guwahati/Landslides-snap-road-links-in-Arunachal-district/articleshow/4916000.cms,1084,08/12/2009 12:00:00 AM,,"Upper Subansiri District, Arunanchal Pradesh",Torrential rain has triggered a series of landslides across Arunachal Pradesh. The worst affected by the deluge was the Upper Subansiri district which has been cut off from the rest of the country since August 12.,"Upper Subansiri District, Arunanchal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,1084.0,India,IN,Arunāchal Pradesh,7121.0,Bomdila,60.8421,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.8,27.7,1084,2009-08-12,1037.7,44.69,182.8,28.7,35.5,35.8,1.25
hamaraphotos.com,http://hamaraphotos.com/news/national/massive-landslide-kills-at-least-five-people-in-siliguri.html,1088,08/16/2009 02:00:00 AM,,"Kerseong, Sub-division, Siliguri district, West Bengal","At least five people were killed in West Bengal’s Siliguri district in a massive landslide, which was triggered by incessant overnight rains, officials said on Sunday.","Kerseong, Sub-division, Siliguri district, West Bengal",5km,landslide,downpour,medium,unknown,5.0,,,,,glc,1088.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21657,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.28044714,26.8867642,1088,2009-08-16,2556.4,36.3,354.5,36.8,19.7,43.5,1.25
news4u.co,http://news4u.co.in/?tag=darjeeling,1089,08/16/2009 01:30:00 AM,,"Gourishankar tea estate premises, Darjeeling, West Bengal","At least five persons including three members of a family were killed and the National Highway number 55 which connects Darjeeling hills with the plains was cut off following a series of landslides on Sunday.   Three members of a family were killed when their house collapsed in a landslide in the wee hours of today (Monday) at Gouri Shankar Tea Garden, Darjeeling District Magistrate Surendera Gupta said. Other report: Padam Thami, a resident of Gauri Shankar garden, said the landslide struck around 1.30am today. “The hillside came tumbling down when the Bhujels were sleeping in their house. The hills came down so fast that neither of the three could escape,” said Thami. Two cows owned by Bhujel were also buried in the debris.In the same garden, but 1.5km away at Lower Sirubari, Kala Sherpa, 40, could not flee his house in time. His family members, however, escaped. ","Gourishankar tea estate premises, Darjeeling, West Bengal",10km,landslide,downpour,medium,unknown,4.0,,,,,glc,1089.0,India,IN,Bengal,515574.0,Shiliguri,11.12389,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.363,26.7914,1089,2009-08-16,1546.4,35.5,295.8,31.7,31.1,37.2,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/16/darjeeling-hills-five-killed-in-landslides-highway-blocked/,1090,08/16/2009 12:00:00 AM,,"Malutar tea estate, Darjeeling, West Bengal","Two other persons Kala Sherpa (42) of Sirubari and Jaikumar Rai (30) of Malutar tea estate were also killed in a landslide, the DM said.","Malutar tea estate, Darjeeling, West Bengal",5km,landslide,downpour,medium,unknown,2.0,,,,,glc,1090.0,India,IN,Bengal,123797.0,Dārjiling,8.13774,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.268,26.9599,1090,2009-08-16,1940.6,48.62,196.7,33.7,26.7,39.6,1.25
Thaindian News,http://www.thaindian.com/newsportal/uncategorized/seven-die-in-west-bengal-landslides-lead_100233301.html,1091,08/16/2009 09:00:00 AM,,"Kalimpong, Darjeeling, West Bengal","Landslide killed, occurred at various places, including in tea gardens, along the National Highway 65 connecting Kurseong with Siliguri and Darjeeling, as also in areas like Pankhabari and Rohini Sunday morning following heavy rains over the past two days, said Kurseong sub-divisional police officer Rakesh Singh.","Kalimpong, Darjeeling, West Bengal",25km,landslide,downpour,medium,above_river,2.0,,,,,glc,1091.0,India,IN,Bengal,43000.0,Kālimpang,1.39876,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.43849551,27.02459801,1091,2009-08-16,2694.8,49.31,249.6,37.5,18.2,44.3,1.25
Bengal Newz,http://bengalnewz.blogspot.com/2009/08/top-bengal-news-of-moment_16.html,1092,08/16/2009 09:00:00 AM,,near the Rohini-Sirubari road,"Another person died in a remote tea garden, while the 5th death occurred near the Rohini-Sirubari road,” Singh said.",near the Rohini-Sirubari road,5km,landslide,downpour,medium,above_road,1.0,,,,,glc,1092.0,India,IN,Bengal,515574.0,Shiliguri,11.12389,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.40011959,26.74452462,1092,2009-08-16,1924.5,51.36,124.3,33.6,26.8,39.5,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/17/darjeeling-hills-landslides-kill-6-in-hills-darjeeling-cut-off-for-nine-hours/,1093,08/16/2009 12:00:00 AM,,"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling","Jay Kumar Rai (26) was buried under his house at Phagutar near Mahanadi, 12km from Kurseong.","Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,1093.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21657,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3195318,26.88211522,1093,2009-08-16,2356.3,37.54,170.0,35.8,22.0,42.2,1.25
Telegraph,https://www.telegraphindia.com/1090817/jsp/siliguri/story_11368309.jsp,1094,08/16/2009 09:30:00 PM,,"Katare village, 80 km from Kalimpong","In Katare village, about 80km from Kalimpong, a landslide brought down the house of Nima Tshering Lepcha at 9.30 last night, burying alive three-year-old Samuel. Nima’s two other children had a narrow escape.","Katare village, 80 km from Kalimpong",exact,landslide,downpour,medium,deforested_slope,1.0,,,,,glc,1094.0,India,IN,Bengal,43000.0,Kālimpang,1.40893,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.63411246,27.15977181,1094,2009-08-16,2491.4,50.86,173.1,36.5,20.5,43.1,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/21/sikkim-landslides-disturb-power-lines-link-roads/,1102,08/19/2009 08:30:00 PM,,"Sombaria, West Sikkim","Two persons were killed and 10 others were injured following a series of landslides and flashfloods triggered by incessant rains in Sombaria and Daramdin in west Sikkim since last night. According to the SDO, Soreng, Mr Bhim Thatal, Puspa Mani Pradhan and Sameer Subba died on the spot when flashfloods washed at least 10 houses and claimed a dozen cattles at Sombaria at 8.30 p.m. last evening.","Sombaria, West Sikkim",10km,landslide,downpour,medium,unknown,2.0,,,,,glc,1102.0,India,IN,,1035.0,Naya Bāzār,17.99072,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1365,27.2644,1102,2009-08-19,2692.1,45.54,141.6,37.5,18.2,44.3,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/21/darjeeling-hillssikkim-landslides-claim-five-in-hills/,1106,08/20/2009 12:00:00 AM,,"(Okai Tea Garden) Mirik, Darjeeling, West Bengal","While Dal Bahadur Rai (50) and his wife Sunita Rai alias Shanti Rai (47), residents of Tarsing Busty in Mirik, were buried in the debris when the hill side came tumbling down while they were sleeping in their home, the four-years-old Ashish Rai of Geetkolbong in Kalimpong sub-division was also killed by the landslide in that area.","(Okai Tea Garden) Mirik, Darjeeling, West Bengal",1km,landslide,continuous_rain,medium,unknown,2.0,,,,,glc,1106.0,India,IN,Bengal,10109.0,Mirik,2.62334,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1667,26.8992,1106,2009-08-20,1725.1,36.85,83.8,32.6,29.1,38.3,1.25
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/21/darjeeling-hillssikkim-landslides-claim-five-in-hills/,1107,08/20/2009 12:00:00 AM,,"Geetkolbong, Kalimpong sub-division, Darjeeling, West Bengal",Four-years-old Ashish Rai of Geetkolbong in Kalimpong sub-division was also killed by the landslide in that area.,"Geetkolbong, Kalimpong sub-division, Darjeeling, West Bengal",25km,landslide,continuous_rain,medium,unknown,1.0,,,,,glc,1107.0,India,IN,Bengal,43000.0,Kālimpang,1.39876,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4779,27.0736,1107,2009-08-20,2620.5,39.07,140.0,37.1,19.0,43.9,1.25
