id,sample_type,latitude,longitude,date,slope,clay_percent,rain_day_minus_3_mm,rain_day_minus_2_mm,rain_day_minus_1_mm,rain_event_day_mm,target
6285_dry,real_dry_season_steep_dry,26.159,91.8178,2014-04-25,40.35,32.8,0.0,0.0,0.0,0.0,0
6285_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2014-09-22,1.9,22.5,70.3,82.7,54.8,55.8,0
6287,real_landslide_steep_rain,26.1295,91.7056,2014-09-22,34.08,34.0,21.3,58.6,27.7,55.8,1
6287_dry,real_dry_season_steep_dry,26.1295,91.7056,2014-04-25,34.08,34.0,0.0,0.0,0.0,0.0,0
6287_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2014-09-22,1.7,23.5,14.9,33.5,21.4,88.4,0
6288,real_landslide_steep_rain,26.1985,91.7998,2014-09-22,41.15,33.4,21.3,58.6,27.7,55.8,1
6288_dry,real_dry_season_steep_dry,26.1985,91.7998,2014-04-25,41.15,33.4,0.0,0.0,0.0,0.0,0
6288_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2014-09-22,1.6,22.0,35.8,32.8,40.7,56.7,0
6290,real_landslide_steep_rain,25.5772,91.8666,2014-09-23,42.06,38.7,45.6,46.7,103.8,125.6,1
6290_dry,real_dry_season_steep_dry,25.5772,91.8666,2014-04-26,42.06,38.7,0.0,0.0,7.4,9.9,0
6290_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2014-09-23,2.1,22.0,58.6,27.7,55.8,16.5,0
6289,real_landslide_steep_rain,26.1001,91.6849,2014-09-22,33.13,33.0,26.0,74.1,29.6,37.1,1
6289_dry,real_dry_season_steep_dry,26.1001,91.6849,2014-04-25,33.13,33.0,0.0,0.0,0.0,0.0,0
6289_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2014-09-22,1.8,21.0,51.3,46.5,37.2,19.4,0
6513,real_landslide_steep_rain,23.0137,91.7174,2014-08-14,41.41,37.1,13.1,12.3,14.3,11.2,1
6513_dry,real_dry_season_steep_dry,23.0137,91.7174,2014-03-17,41.41,37.1,0.0,0.0,0.0,0.0,0
6513_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2014-08-14,1.7,23.5,4.6,12.9,28.5,142.0,0
6291,real_landslide_steep_rain,25.7354,90.3852,2014-09-21,41.91,39.1,4.1,34.3,10.3,10.1,1
6291_dry,real_dry_season_steep_dry,25.7354,90.3852,2014-04-24,41.91,39.1,0.0,0.0,0.0,0.0,0
6291_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2014-09-21,2.4,21.5,9.7,77.5,45.8,220.4,0
6331,real_landslide_steep_rain,25.9466,94.6279,2014-09-08,47.93,30.9,2.5,0.5,9.0,5.4,1
6331_dry,real_dry_season_steep_dry,25.9466,94.6279,2014-04-11,47.93,30.9,3.0,2.9,0.6,0.0,0
6331_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2014-09-08,1.5,24.0,5.5,4.4,40.5,2.5,0
6293,real_landslide_steep_rain,25.5006,90.0896,2014-10-20,42.87,38.8,0.0,0.0,0.3,0.2,1
6293_dry,real_dry_season_steep_dry,25.5006,90.0896,2014-05-23,42.87,38.8,1.1,0.0,0.0,0.2,0
6293_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2014-10-20,1.9,22.5,0.0,2.3,0.6,0.0,0
6292,real_landslide_steep_rain,25.7238,89.9032,2014-09-23,38.56,36.5,15.0,13.6,43.8,7.1,1
6292_dry,real_dry_season_steep_dry,25.7238,89.9032,2014-04-26,38.56,36.5,0.0,0.0,0.0,0.2,0
6292_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2014-09-23,1.8,23.0,49.4,205.7,94.6,0.6,0
6775,real_landslide_steep_rain,26.1468,91.6469,2015-02-14,41.69,32.4,0.0,0.0,0.4,0.3,1
6775_dry,real_dry_season_steep_dry,26.1468,91.6469,2014-09-17,41.69,32.4,7.1,6.2,9.7,0.0,0
6775_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-02-14,1.6,22.0,0.0,0.3,5.5,0.3,0
6782,real_landslide_steep_rain,26.8545,88.3372,2011-09-28,43.42,36.7,34.5,23.4,54.1,1.1,1
6782_dry,real_dry_season_steep_dry,26.8545,88.3372,2011-05-01,43.42,36.7,5.8,6.9,14.0,16.7,0
6782_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2011-09-28,1.8,21.0,6.5,6.5,7.6,5.2,0
6786,real_landslide_steep_rain,24.6108,92.562,2015-02-19,35.64,33.8,0.2,0.0,0.0,0.7,1
6786_dry,real_dry_season_steep_dry,24.6108,92.562,2014-09-22,35.64,33.8,17.0,18.0,3.0,1.8,0
6786_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-02-19,2.4,21.5,0.0,0.0,0.3,0.1,0
6945,real_landslide_steep_rain,25.16,93.686,2015-06-19,47.67,35.2,2.6,5.2,5.5,1.8,1
6945_dry,real_dry_season_steep_dry,25.16,93.686,2015-01-20,47.67,35.2,2.5,7.7,0.2,0.0,0
6945_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-06-19,1.8,23.0,6.0,7.7,18.1,8.2,0
6783,real_landslide_steep_rain,26.8546,88.3373,2012-07-19,43.61,32.7,64.7,14.1,62.3,54.9,1
6783_dry,real_dry_season_steep_dry,26.8546,88.3373,2012-02-20,43.61,32.7,0.1,0.0,0.0,0.0,0
6783_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2012-07-19,2.1,22.0,9.3,8.1,21.5,60.3,0
6963,real_landslide_steep_rain,23.7131,92.7362,2015-06-19,45.33,36.7,9.8,3.9,5.7,8.6,1
6963_dry,real_dry_season_steep_dry,23.7131,92.7362,2015-01-20,45.33,36.7,3.4,1.4,0.0,0.0,0
6963_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-06-19,1.9,22.5,13.1,5.5,7.9,14.9,0
6964,real_landslide_steep_rain,27.0087,88.443,2015-06-17,45.93,33.0,21.3,4.8,13.3,14.3,1
6964_dry,real_dry_season_steep_dry,27.0087,88.443,2015-01-18,45.93,33.0,0.0,0.0,0.0,0.2,0
6964_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-06-17,1.5,24.0,18.2,21.2,14.4,10.7,0
6965,real_landslide_steep_rain,27.0257,88.4301,2015-06-17,39.86,30.9,21.3,4.8,13.3,14.3,1
6965_dry,real_dry_season_steep_dry,27.0257,88.4301,2015-01-18,39.86,30.9,0.0,0.0,0.0,0.2,0
6965_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-06-17,1.7,23.5,16.7,22.9,18.0,6.6,0
6966,real_landslide_steep_rain,26.9974,88.4314,2015-06-17,46.59,32.1,21.3,4.8,13.3,14.3,1
6966_dry,real_dry_season_steep_dry,26.9974,88.4314,2015-01-18,46.59,32.1,0.0,0.0,0.0,0.2,0
6966_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-06-17,1.6,22.0,8.7,47.8,26.0,12.2,0
6968,real_landslide_steep_rain,25.463,92.2121,2015-06-13,40.86,41.5,65.5,104.6,165.8,40.2,1
6968_dry,real_dry_season_steep_dry,25.463,92.2121,2015-01-14,40.86,41.5,0.0,0.0,0.0,0.0,0
6968_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-06-13,2.1,22.0,85.9,33.5,21.9,7.4,0
6970,real_landslide_steep_rain,25.5084,90.2191,2015-06-16,30.15,40.3,34.0,11.1,21.7,24.4,1
6970_dry,real_dry_season_steep_dry,25.5084,90.2191,2015-01-17,30.15,40.3,0.0,0.0,0.0,1.4,0
6970_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-06-16,1.8,23.0,17.1,9.0,2.9,6.0,0
6967,real_landslide_steep_rain,27.0165,88.2476,2015-06-13,39.14,35.6,33.6,32.2,43.4,33.4,1
6967_dry,real_dry_season_steep_dry,27.0165,88.2476,2015-01-14,39.14,35.6,0.0,0.0,0.0,0.0,0
6967_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-06-13,1.8,21.0,21.0,7.6,8.1,11.5,0
6969,real_landslide_steep_rain,25.5114,90.215,2015-06-16,33.48,37.1,34.0,11.1,21.7,24.4,1
6969_dry,real_dry_season_steep_dry,25.5114,90.215,2015-01-17,33.48,37.1,0.0,0.0,0.0,1.4,0
6969_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-06-16,2.4,21.5,9.3,13.9,6.4,18.9,0
6990,real_landslide_steep_rain,26.0319,94.5466,2015-06-24,47.69,35.8,10.7,34.2,33.0,15.6,1
6990_dry,real_dry_season_steep_dry,26.0319,94.5466,2015-01-25,47.69,35.8,0.0,0.0,0.0,0.0,0
6990_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-06-24,1.5,24.0,32.5,17.6,27.5,58.8,0
6971,real_landslide_steep_rain,27.0987,93.816,2015-06-09,45.44,36.3,14.1,26.1,44.0,62.9,1
6971_dry,real_dry_season_steep_dry,27.0987,93.816,2015-01-10,45.44,36.3,0.0,0.0,0.0,0.3,0
6971_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-06-09,1.9,22.5,14.4,46.8,45.4,38.3,0
7021,real_landslide_steep_rain,27.0076,88.251,2015-06-27,40.61,32.2,16.7,17.9,11.6,22.2,1
7021_dry,real_dry_season_steep_dry,27.0076,88.251,2015-01-28,40.61,32.2,1.9,1.5,5.3,1.9,0
7021_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-06-27,1.7,23.5,24.9,9.7,6.1,7.0,0
7031,real_landslide_steep_rain,27.6163,88.6586,2015-05-24,51.71,33.4,55.1,44.7,21.3,15.1,1
7031_dry,real_dry_season_steep_dry,27.6163,88.6586,2014-12-25,51.71,33.4,15.9,9.5,5.6,7.6,0
7031_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-05-24,1.6,22.0,11.9,1.1,1.6,11.8,0
7033,real_landslide_steep_rain,27.0161,88.2478,2015-06-29,39.13,35.3,11.6,22.2,49.6,19.8,1
7033_dry,real_dry_season_steep_dry,27.0161,88.2478,2015-01-30,39.13,35.3,5.3,1.9,1.5,1.7,0
7033_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-06-29,1.8,21.0,1.0,1.6,31.0,14.4,0
7034,real_landslide_steep_rain,27.0875,88.6556,2015-06-30,45.46,33.1,53.2,57.4,31.5,18.7,1
7034_dry,real_dry_season_steep_dry,27.0875,88.6556,2015-01-31,45.46,33.1,2.1,1.7,0.3,5.0,0
7034_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-06-30,2.1,22.0,1.5,24.9,2.2,3.4,0
7035,real_landslide_steep_rain,25.4243,88.2746,2015-06-30,43.91,34.7,7.0,25.5,4.6,5.0,1
7035_dry,real_dry_season_steep_dry,25.4243,88.2746,2015-01-31,43.91,34.7,0.0,6.2,0.0,0.0,0
7035_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-06-30,2.4,21.5,8.4,21.0,8.8,26.1,0
7036,real_landslide_steep_rain,26.8352,88.1881,2015-07-01,46.02,37.4,29.6,11.1,20.1,21.4,1
7036_dry,real_dry_season_steep_dry,26.8352,88.1881,2015-02-01,46.02,37.4,0.2,0.1,0.3,0.0,0
7036_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-07-01,1.8,23.0,19.3,12.1,14.9,12.0,0
7037,real_landslide_steep_rain,26.8811,88.2779,2015-07-01,39.98,35.9,31.1,7.3,15.6,26.5,1
7037_dry,real_dry_season_steep_dry,26.8811,88.2779,2015-02-01,39.98,35.9,0.1,1.2,0.7,0.0,0
7037_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-07-01,1.9,22.5,35.0,4.5,5.6,3.9,0
7038,real_landslide_steep_rain,26.8781,88.2807,2015-07-01,37.99,37.5,31.1,7.3,15.6,26.5,1
7038_dry,real_dry_season_steep_dry,26.8781,88.2807,2015-02-01,37.99,37.5,0.1,1.2,0.7,0.0,0
7038_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-07-01,1.5,24.0,17.1,5.9,0.7,1.8,0
7039,real_landslide_steep_rain,27.0678,88.456,2015-07-01,51.17,37.9,26.7,8.4,27.5,19.9,1
7039_dry,real_dry_season_steep_dry,27.0678,88.456,2015-02-01,51.17,37.9,2.1,6.7,1.6,0.0,0
7039_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-07-01,1.7,23.5,23.7,3.7,2.0,0.3,0
7040,real_landslide_steep_rain,26.9978,88.167,2015-07-01,51.31,30.6,31.1,7.3,15.6,26.5,1
7040_dry,real_dry_season_steep_dry,26.9978,88.167,2015-02-01,51.31,30.6,0.1,1.2,0.7,0.0,0
7040_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-07-01,1.6,22.0,14.8,19.3,15.7,6.6,0
7076,real_landslide_steep_rain,26.9282,88.4553,2015-07-04,51.91,30.5,19.9,13.1,89.6,20.2,1
7076_dry,real_dry_season_steep_dry,26.9282,88.4553,2015-02-04,51.91,30.5,0.0,0.0,0.0,0.2,0
7076_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-07-04,1.8,21.0,11.5,5.2,11.7,17.6,0
7138,real_landslide_steep_rain,27.0816,88.4397,2015-07-07,41.62,36.1,20.2,41.0,16.8,2.6,1
7138_dry,real_dry_season_steep_dry,27.0816,88.4397,2015-02-07,41.62,36.1,0.2,6.3,2.1,1.3,0
7138_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-07-07,2.1,22.0,24.2,54.0,4.8,25.0,0
7139,real_landslide_steep_rain,26.8826,88.2806,2015-07-07,34.68,30.4,7.8,44.7,19.3,2.0,1
7139_dry,real_dry_season_steep_dry,26.8826,88.2806,2015-02-07,34.68,30.4,0.0,1.1,0.0,0.6,0
7139_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-07-07,2.4,21.5,11.8,34.3,6.9,4.9,0
7214,real_landslide_steep_rain,27.36,93.0385,2015-07-15,46.35,34.1,15.4,22.3,39.2,88.3,1
7214_dry,real_dry_season_steep_dry,27.36,93.0385,2015-02-15,46.35,34.1,0.3,3.6,0.0,0.0,0
7214_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-07-15,1.8,23.0,2.3,6.3,7.5,46.7,0
7253,real_landslide_steep_rain,24.7979,92.9974,2015-07-22,41.87,37.4,13.9,54.8,48.3,37.5,1
7253_dry,real_dry_season_steep_dry,24.7979,92.9974,2015-02-22,41.87,37.4,0.1,0.0,0.0,7.5,0
7253_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-07-22,1.9,22.5,0.5,6.9,25.8,26.7,0
7263,real_landslide_steep_rain,25.4477,94.0489,2015-07-22,47.26,38.7,14.0,35.7,31.1,21.8,1
7263_dry,real_dry_season_steep_dry,25.4477,94.0489,2015-02-22,47.26,38.7,9.8,0.6,1.3,3.2,0
7263_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-07-22,1.5,24.0,16.0,34.8,73.2,25.0,0
7264,real_landslide_steep_rain,25.4538,93.9827,2015-07-22,39.26,31.1,14.0,35.7,31.1,21.8,1
7264_dry,real_dry_season_steep_dry,25.4538,93.9827,2015-02-22,39.26,31.1,9.8,0.6,1.3,3.2,0
7264_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-07-22,1.7,23.5,33.2,25.0,45.9,20.3,0
7265,real_landslide_steep_rain,25.5007,93.9854,2015-07-22,47.73,29.6,14.0,35.7,31.1,21.8,1
7265_dry,real_dry_season_steep_dry,25.5007,93.9854,2015-02-22,47.73,29.6,9.8,0.6,1.3,3.2,0
7265_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-07-22,1.6,22.0,0.1,14.6,25.9,21.8,0
7267,real_landslide_steep_rain,25.3908,94.0926,2015-07-22,32.5,31.0,14.0,35.7,31.1,21.8,1
7267_dry,real_dry_season_steep_dry,25.3908,94.0926,2015-02-22,32.5,31.0,9.8,0.6,1.3,3.2,0
7267_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-07-22,2.1,22.0,18.3,14.5,77.8,62.8,0
7266,real_landslide_steep_rain,25.5098,93.8794,2015-07-22,43.53,29.9,14.0,35.7,31.1,21.8,1
7266_dry,real_dry_season_steep_dry,25.5098,93.8794,2015-02-22,43.53,29.9,9.8,0.6,1.3,3.2,0
7266_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-07-22,1.8,21.0,30.6,20.3,23.4,14.3,0
7279,real_landslide_steep_rain,24.9818,93.5142,2015-07-24,46.0,35.9,16.8,59.4,19.1,20.2,1
7279_dry,real_dry_season_steep_dry,24.9818,93.5142,2015-02-24,46.0,35.9,0.0,3.0,0.0,0.0,0
7279_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-07-24,1.8,23.0,11.3,34.9,87.0,10.0,0
7276,real_landslide_steep_rain,26.1062,91.8717,2015-07-25,32.24,30.3,87.1,73.7,19.0,1.3,1
7276_dry,real_dry_season_steep_dry,26.1062,91.8717,2015-02-25,32.24,30.3,0.2,0.0,0.0,0.1,0
7276_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-07-25,2.4,21.5,22.6,58.2,9.4,0.4,0
7334,real_landslide_steep_rain,28.1737,94.7596,2015-08-18,46.76,33.2,27.0,56.3,30.5,44.4,1
7334_dry,real_dry_season_steep_dry,28.1737,94.7596,2015-03-21,46.76,33.2,28.1,25.6,0.0,0.0,0
7334_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-08-18,1.9,22.5,6.9,7.7,9.3,19.7,0
7335,real_landslide_steep_rain,25.5145,90.2023,2015-08-18,44.88,40.5,20.9,8.6,28.2,50.3,1
7335_dry,real_dry_season_steep_dry,25.5145,90.2023,2015-03-21,44.88,40.5,0.0,0.0,0.0,0.0,0
7335_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-08-18,1.5,24.0,13.7,3.5,7.6,34.3,0
7336,real_landslide_steep_rain,25.2193,90.5549,2015-08-19,44.65,38.7,15.8,40.8,42.0,58.0,1
7336_dry,real_dry_season_steep_dry,25.2193,90.5549,2015-03-22,44.65,38.7,0.0,0.0,0.0,0.0,0
7336_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-19,1.7,23.5,2.3,15.0,16.4,16.5,0
7363,real_landslide_steep_rain,26.8843,88.1835,2015-06-30,48.98,34.5,15.9,31.1,7.3,15.6,1
7363_dry,real_dry_season_steep_dry,26.8843,88.1835,2015-01-31,48.98,34.5,0.0,0.1,1.2,0.7,0
7363_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-06-30,1.6,22.0,14.9,14.8,19.3,15.7,0
7364,real_landslide_steep_rain,24.819,94.3551,2015-07-31,47.96,33.1,49.0,32.9,64.0,63.1,1
7364_dry,real_dry_season_steep_dry,24.819,94.3551,2015-03-03,47.96,33.1,0.0,0.0,0.0,0.0,0
7364_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-07-31,1.8,21.0,0.4,0.9,0.1,6.3,0
7371,real_landslide_steep_rain,23.9939,94.0573,2015-08-01,37.11,38.5,53.8,202.5,212.5,16.4,1
7371_dry,real_dry_season_steep_dry,23.9939,94.0573,2015-03-04,37.11,38.5,0.0,0.0,0.5,1.6,0
7371_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-08-01,1.8,23.0,0.0,0.0,1.7,25.5,0
7369,real_landslide_steep_rain,24.1988,94.1016,2015-08-01,34.97,36.5,36.8,124.3,163.3,17.3,1
7369_dry,real_dry_season_steep_dry,24.1988,94.1016,2015-03-04,34.97,36.5,0.0,0.0,0.2,1.9,0
7369_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-08-01,2.1,22.0,3.2,0.1,30.2,15.2,0
7372,real_landslide_steep_rain,25.0634,94.3415,2015-07-31,47.82,29.8,19.2,27.4,40.5,52.0,1
7372_dry,real_dry_season_steep_dry,25.0634,94.3415,2015-03-03,47.82,29.8,0.0,0.0,0.0,0.0,0
7372_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-07-31,1.9,22.5,2.1,0.0,0.0,20.0,0
7370,real_landslide_steep_rain,24.1419,94.1078,2015-08-01,45.26,33.5,36.8,124.3,163.3,17.3,1
7370_dry,real_dry_season_steep_dry,24.1419,94.1078,2015-03-04,45.26,33.5,0.0,0.0,0.2,1.9,0
7370_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-08-01,2.4,21.5,0.0,1.0,2.8,10.8,0
7373,real_landslide_steep_rain,24.9111,94.4759,2015-08-01,36.17,34.1,46.3,49.2,61.1,10.6,1
7373_dry,real_dry_season_steep_dry,24.9111,94.4759,2015-03-04,36.17,34.1,0.3,0.0,0.0,1.2,0
7373_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-08-01,1.5,24.0,0.8,0.0,33.0,47.3,0
7374,real_landslide_steep_rain,25.1122,94.3591,2015-08-01,46.97,30.5,27.4,40.5,52.0,15.8,1
7374_dry,real_dry_season_steep_dry,25.1122,94.3591,2015-03-04,46.97,30.5,0.0,0.0,0.0,2.9,0
7374_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-01,1.7,23.5,0.0,0.3,29.6,28.2,0
7375,real_landslide_steep_rain,25.1941,94.4481,2015-08-01,41.35,37.8,25.1,31.7,44.3,8.4,1
7375_dry,real_dry_season_steep_dry,25.1941,94.4481,2015-03-04,41.35,37.8,0.0,0.0,0.0,2.5,0
7375_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-08-01,1.6,22.0,0.1,0.5,26.8,14.7,0
7383,real_landslide_steep_rain,23.899,94.1434,2015-08-01,32.41,32.5,78.6,234.4,198.8,15.0,1
7383_dry,real_dry_season_steep_dry,23.899,94.1434,2015-03-04,32.41,32.5,0.0,0.0,0.1,0.7,0
7383_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-08-01,1.8,21.0,0.9,0.1,6.3,1.9,0
7387,real_landslide_steep_rain,24.954,94.2156,2015-08-01,47.82,30.3,27.4,40.5,52.0,15.8,1
7387_dry,real_dry_season_steep_dry,24.954,94.2156,2015-03-04,47.82,30.3,0.0,0.0,0.0,2.9,0
7387_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-08-01,1.8,23.0,0.0,0.0,1.7,25.5,0
7385,real_landslide_steep_rain,24.004,93.9815,2015-08-01,35.48,32.1,53.8,202.5,212.5,16.4,1
7385_dry,real_dry_season_steep_dry,24.004,93.9815,2015-03-04,35.48,32.1,0.0,0.0,0.5,1.6,0
7385_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-08-01,2.4,21.5,0.0,1.0,2.8,10.8,0
7384,real_landslide_steep_rain,23.9278,94.0906,2015-08-01,36.18,29.4,53.8,202.5,212.5,16.4,1
7384_dry,real_dry_season_steep_dry,23.9278,94.0906,2015-03-04,36.18,29.4,0.0,0.0,0.5,1.6,0
7384_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-08-01,2.1,22.0,3.2,0.1,30.2,15.2,0
7388,real_landslide_steep_rain,24.416,94.0984,2015-08-01,40.29,31.0,32.3,86.8,132.7,33.3,1
7388_dry,real_dry_season_steep_dry,24.416,94.0984,2015-03-04,40.29,31.0,0.0,0.0,0.1,3.7,0
7388_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-08-01,1.9,22.5,0.0,0.0,20.0,17.8,0
7389,real_landslide_steep_rain,24.4072,94.0644,2015-08-01,43.01,34.6,32.3,86.8,132.7,33.3,1
7389_dry,real_dry_season_steep_dry,24.4072,94.0644,2015-03-04,43.01,34.6,0.0,0.0,0.1,3.7,0
7389_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-08-01,1.5,24.0,0.8,0.0,33.0,47.3,0
7390,real_landslide_steep_rain,24.4265,94.1913,2015-08-01,47.86,30.5,45.2,106.5,97.0,16.6,1
7390_dry,real_dry_season_steep_dry,24.4265,94.1913,2015-03-04,47.86,30.5,0.0,0.0,0.1,1.9,0
7390_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-01,1.7,23.5,0.0,0.3,29.6,28.2,0
7409,real_landslide_steep_rain,25.72,94.6219,2015-08-02,43.13,30.2,8.5,34.9,9.3,4.4,1
7409_dry,real_dry_season_steep_dry,25.72,94.6219,2015-03-05,43.13,30.2,0.0,1.4,2.2,0.7,0
7409_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-08-02,1.6,22.0,0.5,26.8,14.7,2.7,0
7589,real_landslide_steep_rain,25.2568,92.3825,2015-08-19,43.8,38.5,25.9,36.0,56.7,51.9,1
7589_dry,real_dry_season_steep_dry,25.2568,92.3825,2015-03-22,43.8,38.5,0.0,0.0,0.0,0.0,0
7589_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-08-19,1.8,21.0,8.9,14.2,24.0,31.5,0
7590,real_landslide_steep_rain,25.1416,92.3807,2015-08-19,31.92,41.1,25.9,36.0,56.7,51.9,1
7590_dry,real_dry_season_steep_dry,25.1416,92.3807,2015-03-22,31.92,41.1,0.0,0.0,0.0,0.0,0
7590_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-08-19,2.1,22.0,22.5,18.3,12.7,23.3,0
7655,real_landslide_steep_rain,27.5799,91.8569,2016-04-22,36.91,32.6,4.7,22.3,27.9,29.8,1
7655_dry,real_dry_season_steep_dry,27.5799,91.8569,2015-11-24,36.91,32.6,0.0,0.0,0.0,0.0,0
7655_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2016-04-22,1.8,23.0,6.6,1.6,0.4,0.0,0
7591,real_landslide_steep_rain,25.0318,92.4584,2015-03-19,39.2,31.4,0.1,0.0,0.0,0.0,1
7591_dry,real_dry_season_steep_dry,25.0318,92.4584,2014-10-20,39.2,31.4,0.0,0.0,0.0,0.0,0
7591_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-03-19,2.4,21.5,0.6,0.0,0.0,0.0,0
7660,real_landslide_steep_rain,25.6237,94.1136,2015-08-12,40.69,35.2,54.6,23.9,11.4,13.2,1
7660_dry,real_dry_season_steep_dry,25.6237,94.1136,2015-03-15,40.69,35.2,0.0,0.0,0.0,0.0,0
7660_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-08-12,1.9,22.5,1.2,2.9,3.2,15.7,0
7664,real_landslide_steep_rain,24.7459,93.4251,2015-08-11,46.56,36.6,14.0,8.7,11.6,4.7,1
7664_dry,real_dry_season_steep_dry,24.7459,93.4251,2015-03-14,46.56,36.6,0.0,0.0,0.0,0.0,0
7664_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-08-11,1.5,24.0,3.4,2.4,2.5,1.2,0
7665,real_landslide_steep_rain,24.7016,93.5291,2015-08-11,35.53,34.3,14.0,8.7,11.6,4.7,1
7665_dry,real_dry_season_steep_dry,24.7016,93.5291,2015-03-14,35.53,34.3,0.0,0.0,0.0,0.0,0
7665_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-11,1.7,23.5,21.2,13.2,9.2,4.3,0
7666,real_landslide_steep_rain,25.1019,93.3729,2015-08-11,34.46,33.3,2.5,7.5,23.8,3.6,1
7666_dry,real_dry_season_steep_dry,25.1019,93.3729,2015-03-14,34.46,33.3,0.0,0.0,0.0,0.0,0
7666_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-08-11,1.6,22.0,14.7,14.3,8.6,13.7,0
7699,real_landslide_steep_rain,26.0214,94.5224,2015-08-19,46.75,31.5,11.5,10.0,10.3,27.3,1
7699_dry,real_dry_season_steep_dry,26.0214,94.5224,2015-03-22,46.75,31.5,0.0,0.0,0.0,0.0,0
